Time (s),Speed (km/h),Acceleration (m/s²),Power Demand (kW),Engine Power (kW),Battery Power (kW),Fuel Consumption (L/100km),SOC (%),Battery Degradation (%),Regenerative Braking Power (kW),Total Energy Used (kWh),Driving Cycle Type,Target Efficiency
2180,47.14941447,0.157222295,50.00539363,34.17213479,15.83325884,4.215374005,51.25381807,4.874618193,0,50.00539363,Highway,Low Efficiency
2181,44.63831866,-0.179479193,53.02962307,30.35303599,22.67658708,3.905658383,51.23114148,4.876885852,2.364964796,55.39458787,Urban,Low Efficiency
2182,47.29412477,0.364886469,48.95448611,21.40155063,27.55293548,5.1205691,51.20358854,4.879641146,0,48.95448611,Highway,Medium Efficiency
2183,70.59272712,-0.465500856,36.0570225,16.27113272,19.78588978,7.05547475,51.18380265,4.881619735,2.208498165,38.26552066,Urban,Low Efficiency
2184,16.82207133,0.021515487,55.13521369,38.41392699,16.7212867,7.684061674,51.16708137,4.883291863,0,55.13521369,Urban,Low Efficiency
2185,73.00150552,0.343428956,69.2222456,42.75647393,26.46577167,4.401505784,51.14061559,4.885938441,0,69.2222456,Highway,Low Efficiency
2186,28.64064271,-1.032651388,54.09212579,22.43652802,31.65559777,5.567388473,51.10896,4.889104,6.468574699,60.56070048,WLTC,Medium Efficiency
2187,46.00021506,1.060815654,45.74075401,27.95374375,17.78701026,5.122858119,51.09117299,4.890882701,0,45.74075401,HWFET,Medium Efficiency
2188,43.5613337,-0.141575942,35.71932824,18.7044946,17.01483364,3.527586103,51.07415815,4.892584185,5.830311063,41.5496393,Urban,Low Efficiency
2189,58.82829905,-1.012519957,40.91933029,20.13896055,20.78036974,8.633833362,51.05337778,4.894662222,2.577330781,43.49666107,Highway,Low Efficiency
2190,26.02813472,0.079046949,54.53039657,24.33245748,30.19793909,7.044139343,51.02317984,4.897682016,0,54.53039657,Highway,Low Efficiency
2191,56.93258999,0.016721734,60.73118027,39.59497965,21.13620062,5.283673775,51.00204364,4.899795636,0,60.73118027,HWFET,Medium Efficiency
2192,80.36464435,-0.04094719,52.60866175,22.05104755,30.55761419,7.37281414,50.97148603,4.902851397,7.809821369,60.41848312,HWFET,Low Efficiency
2193,29.55238993,0.495595556,57.9988729,28.2425882,29.7562847,6.818160069,50.94172974,4.905827026,0,57.9988729,WLTC,Low Efficiency
2194,52.84559251,0.373722486,57.07678244,28.07691791,28.99986453,5.122792012,50.91272988,4.908727012,0,57.07678244,Urban,Medium Efficiency
2195,40.07026733,0.148938096,55.06534391,24.68422901,30.38111491,5.488945408,50.88234877,4.911765123,0,55.06534391,HWFET,Medium Efficiency
2196,56.38830809,0.225077817,43.41526405,23.98499989,19.43026416,7.268189214,50.8629185,4.91370815,0,43.41526405,WLTC,Low Efficiency
2197,50.28721666,-0.052179225,51.73923512,20.87733954,30.86189558,3.580769628,50.83205661,4.916794339,0.457674532,52.19690965,Urban,Low Efficiency
2198,40.37769636,0.887745425,41.51622196,20.35509868,21.16112329,7.510536046,50.81089548,4.918910452,0,41.51622196,Urban,Low Efficiency
2199,57.31808427,-0.739598009,50.17428953,34.12297402,16.05131551,4.662331159,50.79484417,4.920515583,4.404753729,54.57904326,Highway,Medium Efficiency
2200,77.06522165,0.069825837,53.30863531,26.28962639,27.01900892,7.287015114,50.76782516,4.923217484,0,53.30863531,HWFET,Low Efficiency
2201,47.13644312,0.032512316,66.78783807,33.93742618,32.85041189,4.992160104,50.73497475,4.926502525,0,66.78783807,WLTC,Medium Efficiency
2202,60.79636913,0.406640203,36.90268026,19.99938965,16.90329061,5.506409334,50.71807146,4.928192854,0,36.90268026,WLTC,Medium Efficiency
2203,30.60090563,-0.421926939,54.81507631,31.16281009,23.65226622,4.948537465,50.69441919,4.930558081,1.533201786,56.3482781,Highway,Medium Efficiency
2204,35.65345435,-0.871836301,64.81236592,41.64924255,23.16312337,4.202234566,50.67125607,4.932874393,2.261467832,67.07383375,WLTC,Low Efficiency
2205,57.08609417,0.078411508,57.58847766,26.32348392,31.26499374,4.594917653,50.63999107,4.936000893,0,57.58847766,WLTC,Medium Efficiency
2206,72.26174043,0.140615246,58.32945443,38.58632895,19.74312548,7.068667105,50.62024795,4.937975205,0,58.32945443,Urban,Low Efficiency
2207,55.33420023,0.744799705,55.87694902,35.04964365,20.82730537,1.528754026,50.59942064,4.940057936,0,55.87694902,HWFET,Low Efficiency
2208,45.30412954,-0.635181023,62.9833449,38.84781854,24.13552636,3.141551083,50.57528512,4.942471488,7.285981555,70.26932645,Highway,Low Efficiency
2209,49.98937108,0.577346883,39.12521832,16.6689617,22.45625662,3.911792436,50.55282886,4.944717114,0,39.12521832,HWFET,Low Efficiency
2210,31.24388399,1.183707182,36.14073334,14.69092646,21.44980688,3.382482811,50.53137905,4.946862095,0,36.14073334,WLTC,Low Efficiency
2211,59.0677299,-0.188882444,49.9366586,28.87356627,21.06309232,7.264969416,50.51031596,4.948968404,4.695169951,54.63182855,WLTC,Low Efficiency
2212,63.23499593,-0.64547111,28.38837896,18.70624379,9.682135171,6.886515467,50.50063382,4.949936618,3.229357612,31.61773658,WLTC,Low Efficiency
2213,43.21864501,-0.203487183,62.30645804,35.84692649,26.45953156,5.888047714,50.47417429,4.952582571,4.124181045,66.43063909,HWFET,Medium Efficiency
2214,42.94936778,0.007002484,62.20715195,28.86228089,33.34487107,4.043293899,50.44082942,4.955917058,0,62.20715195,Highway,Low Efficiency
2215,53.98817344,0.281893938,45.66649445,19.5067157,26.15977874,7.0025778,50.41466964,4.958533036,0,45.66649445,Highway,Low Efficiency
2216,43.44920396,-0.295697365,46.29229403,28.23269502,18.05959901,2.617805111,50.39661004,4.960338996,0.07278664,46.36508067,Urban,Low Efficiency
2217,49.00801078,0.777599267,49.27652525,30.38050949,18.89601576,8.21297396,50.37771403,4.962228597,0,49.27652525,Highway,Low Efficiency
2218,81.49582684,-0.557266158,50.5202065,22.82298375,27.69722276,3.973055304,50.35001681,4.964998319,0.65996003,51.18016653,Urban,Low Efficiency
2219,46.29461449,-0.869602576,51.27173919,20.94230563,30.32943356,4.606947167,50.31968737,4.968031263,9.386213488,60.65795268,WLTC,Medium Efficiency
2220,44.62489772,0.553355212,55.58232107,29.04093202,26.54138905,4.355984224,50.29314598,4.970685402,0,55.58232107,Highway,Low Efficiency
2221,40.28687292,-1.137310516,48.27373647,27.74849731,20.52523916,3.390338879,50.27262074,4.972737926,7.70979335,55.98352982,Urban,Low Efficiency
2222,61.16287957,-0.102064884,59.43193303,36.36049959,23.07143344,7.887669686,50.24954931,4.975045069,5.346747082,64.77868012,Urban,Low Efficiency
2223,47.2816374,1.558840565,54.45947777,35.01654578,19.442932,6.183341946,50.23010638,4.976989362,0,54.45947777,HWFET,Medium Efficiency
2224,40.25940443,-0.006021776,43.93036554,25.61848592,18.31187962,6.823205813,50.2117945,4.97882055,0.727785025,44.65815057,WLTC,Low Efficiency
2225,69.81956048,-0.560383825,63.35112668,27.44777412,35.90335256,3.164496092,50.17589115,4.982410885,2.387450103,65.73857678,Highway,Low Efficiency
2226,71.29404507,-0.028698732,36.41743014,22.02433316,14.39309698,5.271406741,50.16149805,4.983850195,7.775473171,44.19290331,Highway,Medium Efficiency
2227,40.99364651,-0.025400394,49.07834189,34.12186409,14.95647781,5.781543034,50.14654157,4.985345843,8.912598299,57.99094019,Highway,Medium Efficiency
2228,22.00190073,0.08032497,59.66917401,40.07831485,19.59085916,5.406134785,50.12695071,4.987304929,0,59.66917401,Urban,Medium Efficiency
2229,65.11270535,0.331131491,42.76926895,28.29190019,14.47736877,3.259439823,50.11247334,4.988752666,0,42.76926895,Highway,Low Efficiency
2230,39.73055261,-0.519555584,53.09555647,26.05139032,27.04416615,6.613250032,50.08542918,4.991457082,0.599432081,53.69498855,Highway,Low Efficiency
2231,61.85938399,0.843774028,55.43339597,34.65897987,20.7744161,5.182325124,50.06465476,4.993534524,0,55.43339597,Highway,Medium Efficiency
2232,20.44844273,0.122557142,41.39476132,27.12727173,14.26748959,3.567553947,50.05038727,4.994961273,0,41.39476132,WLTC,Low Efficiency
2233,63.38896007,0.363397023,49.2752228,29.73749158,19.53773122,2.217124191,50.03084954,4.996915046,0,49.2752228,WLTC,Low Efficiency
2234,31.83242106,-0.3140747,48.4349617,23.0147694,25.42019229,5.90999977,50.00542935,4.999457065,6.658517291,55.09347899,Urban,Medium Efficiency
2235,60.96146179,0.643191068,44.48262148,30.52175925,13.96086223,8.675683601,49.99146849,5.000853151,0,44.48262148,HWFET,Low Efficiency
2236,50.21409602,-0.128526204,73.01674852,39.08190969,33.93483883,3.47711859,49.95753365,5.004246635,0.119621497,73.13637002,Highway,Low Efficiency
2237,35.69090871,0.138776257,42.36893647,18.59749163,23.77144484,5.255670576,49.9337622,5.00662378,0,42.36893647,Highway,Medium Efficiency
2238,43.89445531,-0.466553039,60.04930294,25.997347,34.05195594,6.665745919,49.89971025,5.010028975,6.992019292,67.04132223,Urban,Low Efficiency
2239,60.29477685,-0.498465813,46.07198983,27.37854239,18.69344744,3.095521601,49.8810168,5.01189832,0.636713331,46.70870316,Highway,Low Efficiency
2240,51.5884168,0.344102653,39.13363811,20.79220651,18.3414316,4.280064846,49.86267537,5.013732463,0,39.13363811,HWFET,Low Efficiency
2241,58.76619471,-0.221803415,51.02814243,21.85765796,29.17048447,3.709761831,49.83350488,5.016649512,3.113262774,54.14140521,Urban,Low Efficiency
2242,79.64660877,-0.426911544,56.49093384,35.14353936,21.34739449,6.477015042,49.81215749,5.018784251,0.886664704,57.37759855,WLTC,Medium Efficiency
2243,26.53637582,-0.321591671,59.20509575,37.87927522,21.32582053,6.988283854,49.79083167,5.020916833,7.597573782,66.80266953,HWFET,Low Efficiency
2244,74.25818862,0.349476536,65.62265111,40.5301695,25.09248161,5.238554397,49.76573919,5.023426081,0,65.62265111,Highway,Medium Efficiency
2245,51.56533906,-0.314518931,79.4524629,36.60202262,42.85044028,3.737398897,49.72288875,5.027711125,3.066400324,82.51886322,HWFET,Low Efficiency
2246,36.51823928,-0.058827466,52.50514204,31.8670843,20.63805774,4.335813593,49.70225069,5.029774931,4.060983417,56.56612545,WLTC,Low Efficiency
2247,30.04529561,0.007513875,43.36907826,17.48714273,25.88193553,4.054252229,49.67636875,5.032363125,0,43.36907826,Urban,Low Efficiency
2248,47.16319414,-0.958674443,54.52874327,26.80271177,27.7260315,3.534096708,49.64864272,5.035135728,6.626985375,61.15572864,HWFET,Low Efficiency
2249,63.82475168,-0.735563203,47.3378705,24.5989568,22.7389137,4.846942699,49.62590381,5.037409619,3.65773689,50.99560739,Urban,Medium Efficiency
2250,48.08676319,0.168138945,59.2596613,38.55279991,20.70686139,5.862239727,49.60519695,5.039480305,0,59.2596613,Urban,Medium Efficiency
2251,72.66732395,-0.368514681,37.02835704,19.14804148,17.88031555,5.735386167,49.58731663,5.041268337,6.28171146,43.3100685,Highway,Medium Efficiency
2252,28.23236465,0.528362456,73.68334542,29.72244932,43.96089611,4.987651453,49.54335573,5.045664427,0,73.68334542,Highway,Medium Efficiency
2253,49.81866578,0.483403552,58.56048095,29.61426498,28.94621597,5.085580755,49.51440952,5.048559048,0,58.56048095,Urban,Medium Efficiency
2254,31.21409833,0.359584333,33.15995982,18.22727485,14.93268498,4.877673807,49.49947683,5.050052317,0,33.15995982,WLTC,Medium Efficiency
2255,55.45447824,0.909885894,42.90971098,29.38034072,13.52937025,3.054182691,49.48594746,5.051405254,0,42.90971098,Urban,Low Efficiency
2256,63.30331085,-0.041544664,58.16081044,39.6837195,18.47709094,5.240202345,49.46747037,5.053252963,3.899275617,62.06008606,WLTC,Medium Efficiency
2257,43.68857309,0.324440963,61.76344056,28.0567971,33.70664346,4.124561622,49.43376373,5.056623627,0,61.76344056,HWFET,Low Efficiency
2258,10.93679215,-0.292200488,37.27762373,16.98159643,20.2960273,2.978985171,49.4134677,5.05865323,7.794434132,45.07205786,Urban,Low Efficiency
2259,52.9842222,1.226184956,57.1302585,25.65231085,31.47794765,5.556058351,49.38198975,5.061801025,0,57.1302585,HWFET,Medium Efficiency
2260,56.55107828,0.991816826,30.52660127,19.43557209,11.09102918,4.082404945,49.37089872,5.062910128,0,30.52660127,Urban,Low Efficiency
2261,56.06442132,0.005940217,49.10664135,19.73137319,29.37526815,5.341630882,49.34152346,5.065847654,0,49.10664135,HWFET,Medium Efficiency
2262,68.53673288,0.193293115,61.12046842,26.78012635,34.34034207,6.271456723,49.30718311,5.069281689,0,61.12046842,WLTC,Medium Efficiency
2263,33.93419481,0.6796488,44.4848427,24.97325196,19.51159074,3.574641918,49.28767152,5.071232848,0,44.4848427,HWFET,Low Efficiency
2264,60.20324158,-0.073569752,34.93077701,16.56657141,18.3642056,5.138181923,49.26930732,5.073069268,0.174963016,35.10574002,HWFET,Medium Efficiency
2265,67.88761269,-0.328312035,51.46214796,22.0107177,29.45143026,2.284365677,49.23985589,5.076014411,3.827411859,55.28955982,Highway,Low Efficiency
2266,23.32118624,0.436994876,43.95281133,22.32641965,21.62639169,7.298799636,49.2182295,5.07817705,0,43.95281133,Urban,Low Efficiency
2267,54.79477739,0.039219623,56.29558366,27.14923662,29.14634705,2.961400255,49.18908315,5.081091685,0,56.29558366,Urban,Low Efficiency
2268,42.43730253,0.091497225,41.14673568,22.76777641,18.37895927,4.227770506,49.17070419,5.082929581,0,41.14673568,Urban,Low Efficiency
2269,48.7771599,-0.417135672,42.2736311,29.32818035,12.94545075,7.007569856,49.15775874,5.084224126,9.934359514,52.20799062,Urban,Low Efficiency
2270,55.21514725,-0.858836074,29.78997679,13.02690039,16.7630764,4.648215611,49.14099566,5.085900434,7.165386372,36.95536316,Highway,Medium Efficiency
2271,42.69157154,0.118071205,51.69944711,26.46070821,25.2387389,3.203903471,49.11575692,5.088424308,0,51.69944711,WLTC,Low Efficiency
2272,39.86437881,0.452481021,48.39095062,32.88627254,15.50467808,6.069609848,49.10025225,5.089974775,0,48.39095062,HWFET,Medium Efficiency
2273,50.51228626,-0.112903375,38.11615329,25.27336952,12.84278377,6.035798693,49.08740946,5.091259054,0.437650823,38.55380412,HWFET,Medium Efficiency
2274,33.69131092,0.71821476,51.93798714,26.91848804,25.0194991,4.050220491,49.06238996,5.093761004,0,51.93798714,WLTC,Low Efficiency
2275,33.71262307,-0.351958163,60.27070301,36.74620259,23.52450042,4.212610219,49.03886546,5.096113454,9.281776603,69.55247961,HWFET,Low Efficiency
2276,60.19059924,-0.527352227,47.84432057,20.39876596,27.4455546,4.346886544,49.01141991,5.098858009,6.824047107,54.66836767,Highway,Low Efficiency
2277,32.76808947,-0.033615154,52.6816695,32.33402352,20.34764598,4.689464059,48.99107226,5.100892774,0.990116497,53.671786,Urban,Medium Efficiency
2278,59.99468751,-0.041296288,52.7331125,36.48378983,16.24932267,2.160543385,48.97482294,5.102517706,2.078338967,54.81145146,Urban,Low Efficiency
2279,56.93886939,0.384984366,37.95670173,21.30306394,16.65363779,4.727864208,48.9581693,5.10418307,0,37.95670173,Highway,Medium Efficiency
2280,24.11289907,-0.387481412,70.56585821,38.77926049,31.78659772,7.675871297,48.9263827,5.10736173,5.195784851,75.76164306,Urban,Low Efficiency
2281,39.83653021,0.684047118,45.2915017,20.66178315,24.62971854,3.656045049,48.90175298,5.109824702,0,45.2915017,HWFET,Low Efficiency
2282,67.91164105,0.983458481,56.56116202,33.37880391,23.18235811,4.12475961,48.87857063,5.112142937,0,56.56116202,WLTC,Low Efficiency
2283,35.28251703,-0.019572013,57.69215277,33.29594045,24.39621232,3.224573505,48.85417441,5.114582559,5.45229886,63.14445163,WLTC,Low Efficiency
2284,43.03393607,0.62485521,48.60404873,28.94759535,19.65645338,5.91824289,48.83451796,5.116548204,0,48.60404873,HWFET,Medium Efficiency
2285,56.9309134,-0.528248535,56.06795025,22.86591103,33.20203922,6.804796037,48.80131592,5.119868408,7.44057237,63.50852262,WLTC,Low Efficiency
2286,61.75085764,0.537610771,52.45819222,29.61878956,22.83940266,6.770476759,48.77847652,5.122152348,0,52.45819222,WLTC,Low Efficiency
2287,46.22691671,0.523638204,35.82360243,20.72325376,15.10034867,3.127984117,48.76337617,5.123662383,0,35.82360243,Urban,Low Efficiency
2288,41.03734708,0.43171864,46.67727299,21.57699143,25.10028156,5.749687596,48.73827589,5.126172411,0,46.67727299,HWFET,Medium Efficiency
2289,71.33554793,-0.007781544,43.87449098,20.29194581,23.58254516,7.150625051,48.71469334,5.128530666,3.3861968,47.26068778,Highway,Low Efficiency
2290,76.08349496,-1.477124471,45.38254959,21.91366525,23.46888433,5.764494662,48.69122446,5.130877554,0.118173358,45.50072294,WLTC,Medium Efficiency
2291,64.68287076,-0.320863572,36.95996822,22.67554951,14.28441871,5.717614525,48.67694004,5.132305996,9.877289829,46.83725805,HWFET,Medium Efficiency
2292,51.27977214,-0.312958009,61.26433717,35.64848143,25.61585574,4.292536132,48.65132418,5.134867582,6.120043392,67.38438056,Highway,Low Efficiency
2293,37.87601418,-0.489127469,66.01992655,43.15912695,22.8607996,5.330164736,48.62846339,5.137153661,4.227301662,70.24722821,Highway,Medium Efficiency
2294,37.5433339,0.061121502,59.78002976,29.21435537,30.56567439,6.85447727,48.59789771,5.140210229,0,59.78002976,Urban,Low Efficiency
2295,57.83771158,-0.209481723,62.70529224,42.23956517,20.46572707,5.492313453,48.57743198,5.142256802,6.991480642,69.69677288,Urban,Medium Efficiency
2296,56.27597331,-0.412306005,46.55365163,29.00813193,17.5455197,3.127587866,48.55988646,5.144011354,2.8273047,49.38095633,WLTC,Low Efficiency
2297,71.02397889,-0.529400074,43.63743165,22.62616109,21.01127056,4.315937489,48.53887519,5.146112481,9.882808184,53.52023983,HWFET,Low Efficiency
2298,59.75675139,-0.357756493,42.21412953,18.09207337,24.12205617,6.813919308,48.51475314,5.148524686,9.505473591,51.71960312,HWFET,Low Efficiency
2299,27.45379547,0.560749606,56.44064923,26.92755712,29.51309211,5.487114981,48.48524005,5.151475995,0,56.44064923,Urban,Medium Efficiency
2300,65.77921427,-0.330512527,52.27063053,35.91151561,16.35911492,5.178593117,48.46888093,5.153111907,9.710719303,61.98134983,Urban,Medium Efficiency
2301,35.02909059,-0.257469353,49.22778288,24.27466342,24.95311947,4.1689767,48.44392781,5.155607219,1.056338625,50.28412151,Urban,Low Efficiency
2302,44.24043092,-0.228348808,62.95148544,31.41092082,31.54056462,6.782898771,48.41238725,5.158761275,2.799153605,65.75063905,WLTC,Low Efficiency
2303,53.75300309,0.169496757,54.04941354,24.69391658,29.35549696,7.493618897,48.38303175,5.161696825,0,54.04941354,HWFET,Low Efficiency
2304,79.93501235,0.228124744,41.61342362,26.71811421,14.89530941,6.894783685,48.36813644,5.163186356,0,41.61342362,WLTC,Low Efficiency
2305,96.64877834,-1.52232827,43.19091171,20.84796237,22.34294934,7.163887432,48.34579349,5.165420651,9.72226598,52.91317769,HWFET,Low Efficiency
2306,59.10084589,0.510817607,56.81993299,28.35754866,28.46238433,4.461940639,48.31733111,5.168266889,0,56.81993299,Urban,Low Efficiency
2307,47.25205072,0.718184017,60.41732853,31.67707315,28.74025538,4.249746354,48.28859085,5.171140915,0,60.41732853,WLTC,Low Efficiency
2308,58.01758473,-0.525093269,55.51680232,29.43048308,26.08631924,4.76548224,48.26250453,5.173749547,7.681614246,63.19841657,Highway,Medium Efficiency
2309,63.31483139,-0.486149122,68.96888748,36.09847,32.87041748,5.057859863,48.22963411,5.177036589,3.758670875,72.72755835,WLTC,Medium Efficiency
2310,45.18998562,-0.225126694,66.35007166,36.56705775,29.78301391,7.14652967,48.1998511,5.18001489,0.188073626,66.53814528,WLTC,Low Efficiency
2311,76.92817034,-0.37800201,54.41035835,35.05952464,19.35083371,6.748830109,48.18050027,5.181949973,0.06095905,54.4713174,Highway,Low Efficiency
2312,53.45106139,0.111963437,41.61419341,26.8738432,14.7403502,5.807704081,48.16575992,5.183424008,0,41.61419341,Highway,Medium Efficiency
2313,57.46614634,-0.973262643,36.90012488,23.59740625,13.30271863,2.853219851,48.1524572,5.18475428,4.9387658,41.83889068,Urban,Low Efficiency
2314,59.98886378,-0.558963804,46.12618255,19.84982386,26.27635869,2.467967233,48.12618084,5.187381916,4.579099782,50.70528233,Highway,Low Efficiency
2315,56.32379916,0.7695986,57.53213446,36.81502232,20.71711215,5.360694117,48.10546373,5.189453627,0,57.53213446,Highway,Medium Efficiency
2316,62.58410751,-0.464109984,68.26647079,29.76933757,38.49713322,6.320394808,48.06696659,5.193303341,7.719593097,75.98606389,WLTC,Medium Efficiency
2317,40.7412022,0.621714139,54.17447034,23.69684139,30.47762895,4.880649427,48.03648896,5.196351104,0,54.17447034,WLTC,Medium Efficiency
2318,41.62547369,0.177669098,61.68722794,42.21619923,19.47102871,7.872356757,48.01701794,5.198298206,0,61.68722794,Urban,Low Efficiency
2319,33.49768651,-0.904633857,47.54692514,30.70672445,16.84020069,3.376338434,48.00017774,5.199982226,8.000489168,55.54741431,Highway,Low Efficiency
2320,56.59251846,0.317664598,56.22769125,31.80930605,24.4183852,3.187472076,47.97575935,5.202424065,0,56.22769125,HWFET,Low Efficiency
2321,61.68404755,-0.058833651,58.23356829,38.57921847,19.65434983,4.003578538,47.956105,5.2043895,2.868818978,61.10238727,WLTC,Low Efficiency
2322,56.86659299,-0.227733528,30.20405724,21.04647079,9.157586456,3.94655418,47.94694741,5.205305259,7.643120384,37.84717763,Urban,Low Efficiency
2323,75.1173865,0.122478547,45.86561198,26.74848642,19.11712556,5.789428803,47.92783029,5.207216971,0,45.86561198,WLTC,Medium Efficiency
2324,49.91605972,0.237316743,59.49700384,34.73848774,24.75851611,4.367432222,47.90307177,5.209692823,0,59.49700384,WLTC,Low Efficiency
2325,60.03112483,0.353795911,52.74468336,33.03547777,19.70920558,2.678239308,47.88336257,5.211663743,0,52.74468336,HWFET,Low Efficiency
2326,33.62448686,0.589126424,38.03484952,17.86275084,20.17209867,6.337367685,47.86319047,5.213680953,0,38.03484952,Urban,Medium Efficiency
2327,44.19350446,0.204067956,25.69877624,11.56798182,14.13079442,2.360072111,47.84905967,5.215094033,0,25.69877624,HWFET,Low Efficiency
2328,60.43306636,-0.687817044,46.34219255,29.09706823,17.24512432,3.393172665,47.83181455,5.216818545,9.609759589,55.95195214,HWFET,Low Efficiency
2329,62.73653166,-0.236822729,49.28414307,24.81315841,24.47098466,2.565940144,47.80734356,5.219265644,2.152278859,51.43642193,Urban,Low Efficiency
2330,45.59049579,1.471524168,41.1607705,18.13218818,23.02858232,5.310681916,47.78431498,5.221568502,0,41.1607705,Highway,Medium Efficiency
2331,48.92601122,0.36224553,51.43084937,25.43066842,26.00018095,5.279071568,47.7583148,5.22416852,0,51.43084937,HWFET,Medium Efficiency
2332,27.2318938,1.18464365,55.06386747,27.94992688,27.11394059,7.874681482,47.73120086,5.226879914,0,55.06386747,Highway,Low Efficiency
2333,44.64456199,0.697717041,56.70687171,39.103261,17.60361071,6.370739984,47.71359725,5.228640275,0,56.70687171,WLTC,Medium Efficiency
2334,63.35574745,0.120901036,26.44081075,16.11271049,10.32810026,7.162469275,47.70326915,5.229673085,0,26.44081075,Urban,Low Efficiency
2335,58.62807524,0.150703535,36.85714902,20.61261473,16.24453429,5.432914477,47.68702462,5.231297538,0,36.85714902,Urban,Medium Efficiency
2336,57.50998582,-0.01829002,46.95377352,32.42918438,14.52458913,3.534602268,47.67250003,5.232749997,8.166050941,55.11982446,WLTC,Low Efficiency
2337,50.74660531,-0.868902308,55.72173131,37.38604551,18.3356858,5.192161403,47.65416434,5.234583566,5.724771837,61.44650315,WLTC,Medium Efficiency
2338,50.10594738,0.009023626,54.89234014,30.38841361,24.50392653,5.888631511,47.62966041,5.237033959,0,54.89234014,WLTC,Medium Efficiency
2339,40.09518291,0.605337276,54.71869948,36.75476333,17.96393615,6.055711073,47.61169648,5.238830352,0,54.71869948,HWFET,Medium Efficiency
2340,60.4824263,-0.299819997,46.16582058,24.06584512,22.09997546,4.291381784,47.5895965,5.24104035,8.641416758,54.80723734,HWFET,Low Efficiency
2341,56.31459417,0.2059765,46.72366563,21.91929569,24.80436994,5.733179711,47.56479213,5.243520787,0,46.72366563,HWFET,Medium Efficiency
2342,57.38028272,0.425795523,42.71670732,20.0684566,22.64825072,3.600458044,47.54214388,5.245785612,0,42.71670732,HWFET,Low Efficiency
2343,42.10947736,-0.45484022,57.68194128,34.53387007,23.14807121,3.435083609,47.51899581,5.248100419,3.730625262,61.41256654,HWFET,Low Efficiency
2344,17.6998562,-0.225651432,40.79511212,22.45041082,18.3447013,3.326322933,47.50065111,5.249934889,5.324855829,46.11996795,Highway,Low Efficiency
2345,66.45729068,-0.508955745,58.50036395,34.96480489,23.53555906,5.036938983,47.47711555,5.252288445,9.771031404,68.27139536,Highway,Medium Efficiency
2346,42.81743816,-0.411082803,52.07853238,31.55036175,20.52817063,3.233245467,47.45658738,5.254341262,3.29703037,55.37556275,HWFET,Low Efficiency
2347,37.05836354,-0.643802642,49.54955522,20.15164861,29.3979066,4.362883415,47.42718947,5.257281053,6.747885275,56.29744049,Urban,Low Efficiency
2348,60.40218368,-0.450224231,43.432896,18.0772872,25.3556088,6.354374827,47.40183386,5.259816614,1.725055572,45.15795157,Urban,Medium Efficiency
2349,44.1198104,0.70972784,36.44458139,20.40179758,16.0427838,3.456305483,47.38579108,5.261420892,0,36.44458139,Highway,Low Efficiency
2350,65.89904576,-0.457738515,43.52347244,19.90374718,23.61972526,4.24353195,47.36217135,5.263782865,7.836401113,51.35987355,Highway,Low Efficiency
2351,59.25508924,0.06322961,46.69993131,27.54175759,19.15817372,5.107446915,47.34301318,5.265698682,0,46.69993131,Urban,Medium Efficiency
2352,60.25353985,-0.251434377,26.30975688,14.88226452,11.42749236,5.370330352,47.33158569,5.266841431,6.683116953,32.99287384,Urban,Medium Efficiency
2353,29.51066433,0.589432969,48.02644845,27.65017627,20.37627217,4.251064114,47.31120942,5.268879058,0,48.02644845,Urban,Low Efficiency
2354,68.17915978,0.655581148,59.24357368,29.07299075,30.17058293,6.180290103,47.28103883,5.271896117,0,59.24357368,Highway,Medium Efficiency
2355,53.91875797,0.432034991,55.67217905,32.9553163,22.71686276,5.885678451,47.25832197,5.274167803,0,55.67217905,Highway,Medium Efficiency
2356,44.46084291,0.153067277,45.03794124,29.22276868,15.81517256,6.709784907,47.2425068,5.27574932,0,45.03794124,Urban,Low Efficiency
2357,52.15082701,-0.115529768,50.46936298,35.29935131,15.17001168,4.877597113,47.22733679,5.277266321,8.188605162,58.65796815,Highway,Medium Efficiency
2358,23.35647151,-0.595937352,44.43835431,28.95306833,15.48528597,4.230771786,47.2118515,5.27881485,2.859372889,47.29772719,HWFET,Low Efficiency
2359,56.12979217,0.971764441,51.48760733,29.2063261,22.28128123,3.976051967,47.18957022,5.281042978,0,51.48760733,Urban,Low Efficiency
2360,34.55942738,-0.379836509,65.40107824,29.95558245,35.44549578,5.460541277,47.15412472,5.284587528,9.144529128,74.54560737,WLTC,Medium Efficiency
2361,29.70994571,0.331823174,59.68498803,36.0756219,23.60936613,4.434266326,47.13051536,5.286948464,0,59.68498803,Urban,Low Efficiency
2362,27.16461221,0.529782786,55.20794306,37.61295826,17.59498479,4.146245333,47.11292037,5.288707963,0,55.20794306,Highway,Low Efficiency
2363,66.69032562,-0.277640248,45.07115088,20.89318098,24.17796989,4.327569104,47.0887424,5.29112576,1.694617602,46.76576848,WLTC,Low Efficiency
2364,40.56104909,0.519006264,57.49938393,27.41563071,30.08375322,3.974464272,47.05865865,5.294134135,0,57.49938393,WLTC,Low Efficiency
2365,73.00591565,0.382106602,33.13123049,14.73354311,18.39768737,5.298531669,47.04026096,5.295973904,0,33.13123049,Urban,Medium Efficiency
